TimeStamp,Length_Sil,Height_Sil,Width_Phos,Height_Phos,Time_s,Volume
2026-05-27 10:03:57.462040000,-1,-1,,,38.462,
2026-05-27 10:03:58.103074000,-1,-1,,,39.1031,
2026-05-27 10:03:58.744108000,-1,-1,,,39.7441,
2026-05-27 10:03:59.385142000,-1,-1,,,40.3851,
2026-05-27 10:04:00.026176000,-1,-1,,,41.0262,
2026-05-27 10:04:00.667210000,-1,-1,,,41.6672,
2026-05-27 10:04:01.308244000,-1,-1,,,42.3082,
2026-05-27 10:04:01.949278000,-1,-1,,,42.9493,
2026-05-27 10:04:02.590312000,-1,-1,,,43.5903,
2026-05-27 10:04:03.231346000,-1,-1,,,44.2313,
2026-05-27 10:04:03.872380000,-1,-1,,,44.8724,
2026-05-27 10:04:04.513414000,-1,-1,,,45.5134,
2026-05-27 10:04:05.154448000,-1,-1,,,46.1544,
2026-05-27 10:04:05.795482000,-1,-1,,,46.7955,
2026-05-27 10:04:06.436516000,-1,-1,,,47.4365,
2026-05-27 10:04:07.077550000,-1,-1,,,48.0776,
2026-05-27 10:04:07.718584000,-1,-1,,,48.7186,
2026-05-27 10:04:08.359618000,-1,-1,,,49.3596,
2026-05-27 10:04:09.000652000,-1,-1,,,50.0007,
2026-05-27 10:04:09.641686000,-1,-1,,,50.6417,
2026-05-27 10:04:10.282720000,-1,-1,,,51.2827,
2026-05-27 10:04:10.923754000,-1,-1,,,51.9238,
2026-05-27 10:04:11.564788000,-1,-1,,,52.5648,
2026-05-27 10:04:12.205822000,-1,-1,,,53.2058,
2026-05-27 10:04:12.846856000,-1,-1,,,53.8469,
2026-05-27 10:04:13.487890000,-1,-1,,,54.4879,
2026-05-27 10:04:14.128924000,-1,-1,,,55.1289,
2026-05-27 10:04:14.769958000,-1,-1,,,55.77,
2026-05-27 10:04:15.410992000,-1,-1,,,56.411,
2026-05-27 10:04:16.052026000,-1,-1,,,57.052,
2026-05-27 10:04:16.693060000,-1,-1,,,57.6931,
2026-05-27 10:04:17.334094000,-1,-1,,,58.3341,
2026-05-27 10:04:17.975128000,-1,-1,,,58.9751,
2026-05-27 10:04:18.616162000,-1,-1,,,59.6162,
2026-05-27 10:04:19.257196000,-1,-1,,,60.2572,
2026-05-27 10:04:19.898230000,-1,-1,,,60.8982,
2026-05-27 10:04:20.539264000,-1,-1,,,61.5393,
2026-05-27 10:04:21.180298000,-1,-1,,,62.1803,
2026-05-27 10:04:21.821332000,-1,-1,,,62.8213,
2026-05-27 10:04:22.462365999,-1,-1,,,63.4624,
2026-05-27 10:04:23.103399999,-1,-1,,,64.1034,
2026-05-27 10:04:23.744434000,-1,-1,,,64.7444,
2026-05-27 10:04:24.385468000,-1,-1,,,65.3855,
2026-05-27 10:04:25.026501999,-1,-1,,,66.0265,
2026-05-27 10:04:25.667536000,-1,-1,,,66.6675,
2026-05-27 10:04:26.308570000,-1,-1,,,67.3086,
2026-05-27 10:04:26.949603999,-1,-1,,,67.9496,
2026-05-27 10:04:27.590638000,-1,-1,,,68.5906,
2026-05-27 10:04:28.231672000,-1,-1,,,69.2317,
2026-05-27 10:04:28.872706000,-1,-1,,,69.8727,
2026-05-27 10:04:29.513740000,-1,-1,,,70.5137,
2026-05-27 10:04:30.154774000,-1,-1,,,71.1548,
2026-05-27 10:04:30.795808000,-1,-1,,,71.7958,
2026-05-27 10:04:31.436842000,-1,-1,,,72.4368,
2026-05-27 10:04:32.077876000,-1,-1,,,73.0779,
2026-05-27 10:04:32.718910000,-1,-1,,,73.7189,
2026-05-27 10:04:33.359944000,-1,-1,,,74.3599,
2026-05-27 10:04:34.000978000,-1,-1,,,75.001,
2026-05-27 10:04:34.642012000,-1,-1,,,75.642,
2026-05-27 10:04:35.283046000,-1,-1,,,76.283,
2026-05-27 10:04:35.924080000,-1,-1,,,76.9241,
2026-05-27 10:04:36.565114000,-1,-1,,,77.5651,
2026-05-27 10:04:37.206148000,-1,-1,,,78.2061,
2026-05-27 10:04:37.847182000,-1,-1,,,78.8472,
2026-05-27 10:04:38.488216000,-1,-1,,,79.4882,
2026-05-27 10:04:39.129250000,-1,-1,,,80.1292,
2026-05-27 10:04:39.770284000,-1,-1,,,80.7703,
2026-05-27 10:04:40.411318000,-1,-1,,,81.4113,
2026-05-27 10:04:41.052352000,-1,-1,,,82.0524,
2026-05-27 10:04:41.693386000,-1,-1,,,82.6934,
2026-05-27 10:04:42.334420000,-1,-1,,,83.3344,
2026-05-27 10:04:42.975454000,-1,-1,,,83.9755,
2026-05-27 10:04:43.616488000,-1,-1,,,84.6165,
2026-05-27 10:04:44.257522000,-1,-1,,,85.2575,
2026-05-27 10:04:44.898556000,-1,-1,,,85.8986,
2026-05-27 10:04:45.539590000,-1,-1,,,86.5396,
2026-05-27 10:04:46.180624000,-1,-1,,,87.1806,
2026-05-27 10:04:46.821658000,-1,-1,,,87.8217,
2026-05-27 10:04:47.462692000,-1,-1,,,88.4627,
2026-05-27 10:04:48.103726000,-1,-1,,,89.1037,
2026-05-27 10:04:48.744760000,-1,-1,,,89.7448,
2026-05-27 10:04:49.385794000,-1,-1,,,90.3858,
2026-05-27 10:04:50.026828000,-1,-1,,,91.0268,
2026-05-27 10:04:50.667862000,-1,-1,,,91.6679,
2026-05-27 10:04:51.308896000,-1,-1,,,92.3089,
2026-05-27 10:04:51.949930000,-1,-1,,,92.9499,
2026-05-27 10:04:52.590964000,-1,-1,,,93.591,
2026-05-27 10:04:53.231998000,-1,-1,,,94.232,
2026-05-27 10:04:53.873032000,-1,-1,,,94.873,
2026-05-27 10:04:54.514066000,-1,-1,,,95.5141,
2026-05-27 10:04:55.155100000,-1,-1,,,96.1551,
2026-05-27 10:04:55.796134000,-1,-1,,,96.7961,
2026-05-27 10:04:56.437168000,-1,-1,,,97.4372,
2026-05-27 10:04:57.078202000,-1,-1,,,98.0782,
2026-05-27 10:04:57.719236000,-1,-1,,,98.7192,
2026-05-27 10:04:58.360270000,-1,-1,,,99.3603,
2026-05-27 10:04:59.001304000,-1,-1,,,100.0013,
2026-05-27 10:04:59.642338000,-1,-1,,,100.6423,
2026-05-27 10:05:00.283372000,-1,-1,,,101.2834,
2026-05-27 10:05:00.924406000,-1,-1,,,101.9244,
2026-05-27 10:05:01.565440000,-1,-1,,,102.5654,
2026-05-27 10:05:02.206474000,-1,-1,,,103.2065,
2026-05-27 10:05:02.847508000,-1,-1,,,103.8475,
2026-05-27 10:05:03.488542000,-1,-1,,,104.4885,
2026-05-27 10:05:04.129576000,-1,-1,,,105.1296,
2026-05-27 10:05:04.770610000,-1,-1,,,105.7706,
2026-05-27 10:05:05.411644000,-1,-1,,,106.4116,
2026-05-27 10:05:06.052678000,-1,-1,,,107.0527,
2026-05-27 10:05:06.693712000,-1,-1,,,107.6937,
2026-05-27 10:05:07.334746000,-1,-1,,,108.3347,
2026-05-27 10:05:07.975780000,-1,-1,,,108.9758,
2026-05-27 10:05:08.616814000,-1,-1,,,109.6168,
2026-05-27 10:05:09.257848000,-1,-1,,,110.2578,
2026-05-27 10:05:09.898882000,-1,-1,,,110.8989,
2026-05-27 10:05:10.539916000,-1,-1,,,111.5399,
2026-05-27 10:05:11.180950000,-1,-1,,,112.181,
2026-05-27 10:05:11.821984000,-1,-1,,,112.822,
2026-05-27 10:05:12.463018000,-1,-1,,,113.463,
2026-05-27 10:05:13.104052000,-1,-1,,,114.1041,
2026-05-27 10:05:13.745086000,-1,-1,,,114.7451,
2026-05-27 10:05:14.386120000,-1,-1,,,115.3861,
2026-05-27 10:05:15.027154000,-1,-1,,,116.0272,
2026-05-27 10:05:15.668188000,-1,-1,,,116.6682,
2026-05-27 10:05:16.309222000,-1,-1,,,117.3092,
2026-05-27 10:05:16.950256000,-1,-1,,,117.9503,
2026-05-27 10:05:17.591290000,-1,-1,,,118.5913,
2026-05-27 10:05:18.232324000,-1,-1,,,119.2323,
2026-05-27 10:05:18.873358000,-1,-1,,,119.8734,
2026-05-27 10:05:19.514392000,-1,-1,,,120.5144,
2026-05-27 10:05:20.155426000,-1,-1,,,121.1554,
2026-05-27 10:05:20.796460000,-1,-1,,,121.7965,
2026-05-27 10:05:21.437494000,-1,-1,,,122.4375,
2026-05-27 10:05:22.078528000,-1,-1,,,123.0785,
2026-05-27 10:05:22.719562000,-1,-1,,,123.7196,
2026-05-27 10:05:23.360596000,-1,-1,,,124.3606,
2026-05-27 10:05:24.001629999,-1,-1,,,125.0016,
2026-05-27 10:05:24.642664000,-1,-1,,,125.6427,
2026-05-27 10:05:25.283698000,-1,-1,,,126.2837,
2026-05-27 10:05:25.924731999,-1,-1,,,126.9247,
2026-05-27 10:05:26.565766000,-1,-1,,,127.5658,
2026-05-27 10:05:27.206799999,-1,-1,,,128.2068,
2026-05-27 10:05:27.847834000,-1,-1,,,128.8478,
2026-05-27 10:05:28.488868000,-1,-1,,,129.4889,
2026-05-27 10:05:29.129901999,-1,-1,,,130.1299,
2026-05-27 10:05:29.770936000,-1,-1,,,130.7709,
2026-05-27 10:05:30.411970000,-1,-1,,,131.412,
2026-05-27 10:05:31.053003999,-1,-1,,,132.053,
2026-05-27 10:05:31.694038000,-1,-1,,,132.694,
2026-05-27 10:05:32.335072000,-1,-1,,,133.3351,
2026-05-27 10:05:32.976105999,-1,-1,,,133.9761,
2026-05-27 10:05:33.617140000,-1,-1,,,134.6171,
2026-05-27 10:05:34.258174000,-1,-1,,,135.2582,
2026-05-27 10:05:34.899207999,-1,-1,,,135.8992,
2026-05-27 10:05:35.540242000,-1,-1,,,136.5402,
2026-05-27 10:05:36.181276000,-1,-1,,,137.1813,
2026-05-27 10:05:36.822310000,-1,-1,,,137.8223,
2026-05-27 10:05:37.463344000,-1,-1,,,138.4633,
2026-05-27 10:05:38.104378000,-1,-1,,,139.1044,
2026-05-27 10:05:38.745412000,-1,-1,,,139.7454,
2026-05-27 10:05:39.386446000,-1,-1,,,140.3864,
2026-05-27 10:05:40.027480000,-1,-1,,,141.0275,
2026-05-27 10:05:40.668514000,-1,-1,,,141.6685,
2026-05-27 10:05:41.309548000,-1,-1,,,142.3095,
2026-05-27 10:05:41.950582000,-1,-1,,,142.9506,
2026-05-27 10:05:42.591616000,-1,-1,,,143.5916,
2026-05-27 10:05:43.232650000,-1,-1,,,144.2326,
2026-05-27 10:05:43.873684000,-1,-1,,,144.8737,
2026-05-27 10:05:44.514718000,-1,-1,,,145.5147,
2026-05-27 10:05:45.155752000,-1,-1,,,146.1558,
2026-05-27 10:05:45.796786000,-1,-1,,,146.7968,
2026-05-27 10:05:46.437820000,-1,-1,,,147.4378,
2026-05-27 10:05:47.078854000,-1,-1,,,148.0789,
2026-05-27 10:05:47.719888000,-1,-1,,,148.7199,
2026-05-27 10:05:48.360922000,-1,-1,,,149.3609,
2026-05-27 10:05:49.001956000,-1,-1,,,150.002,
2026-05-27 10:05:49.642990000,-1,-1,,,150.643,
2026-05-27 10:05:50.284024000,-1,-1,,,151.284,
2026-05-27 10:05:50.925058000,-1,-1,,,151.9251,
2026-05-27 10:05:51.566092000,-1,-1,,,152.5661,
2026-05-27 10:05:52.207126000,-1,-1,,,153.2071,
2026-05-27 10:05:52.848160000,-1,-1,,,153.8482,
2026-05-27 10:05:53.489194000,-1,-1,,,154.4892,
2026-05-27 10:05:54.130228000,-1,-1,,,155.1302,
2026-05-27 10:05:54.771262000,-1,-1,,,155.7713,
2026-05-27 10:05:55.412296000,-1,-1,,,156.4123,
2026-05-27 10:05:56.053330000,-1,-1,,,157.0533,
2026-05-27 10:05:56.694364000,-1,-1,,,157.6944,
2026-05-27 10:05:57.335398000,-1,-1,,,158.3354,
2026-05-27 10:05:57.976432000,-1,-1,,,158.9764,
2026-05-27 10:05:58.617466000,-1,-1,,,159.6175,
2026-05-27 10:05:59.258500000,-1,-1,,,160.2585,
2026-05-27 10:05:59.899534000,-1,-1,,,160.8995,
2026-05-27 10:06:00.540568000,-1,-1,,,161.5406,
2026-05-27 10:06:01.181602000,-1,-1,,,162.1816,
2026-05-27 10:06:01.822636000,-1,-1,,,162.8226,
2026-05-27 10:06:02.463670000,-1,-1,,,163.4637,
2026-05-27 10:06:03.104704000,-1,-1,,,164.1047,
2026-05-27 10:06:03.745738000,-1,-1,,,164.7457,
2026-05-27 10:06:04.386772000,-1,-1,,,165.3868,
2026-05-27 10:06:05.027806000,-1,-1,,,166.0278,
2026-05-27 10:06:05.668840000,-1,-1,,,166.6688,
2026-05-27 10:06:06.309874000,-1,-1,,,167.3099,
2026-05-27 10:06:06.950908000,-1,-1,,,167.9509,
2026-05-27 10:06:07.591942000,-1,-1,,,168.5919,
2026-05-27 10:06:08.232976000,-1,-1,,,169.233,
2026-05-27 10:06:08.874010000,-1,-1,,,169.874,
2026-05-27 10:06:09.515044000,-1,-1,,,170.515,
2026-05-27 10:06:10.156078000,-1,-1,,,171.1561,
2026-05-27 10:06:10.797112000,-1,-1,,,171.7971,
2026-05-27 10:06:11.438146000,-1,-1,,,172.4381,
2026-05-27 10:06:12.079180000,-1,-1,,,173.0792,
2026-05-27 10:06:12.720214000,-1,-1,,,173.7202,
2026-05-27 10:06:13.361248000,-1,-1,,,174.3612,
2026-05-27 10:06:14.002282000,-1,-1,,,175.0023,
2026-05-27 10:06:14.643316000,-1,-1,,,175.6433,
2026-05-27 10:06:15.284350000,-1,-1,,,176.2844,
2026-05-27 10:06:15.925384000,-1,-1,,,176.9254,
2026-05-27 10:06:16.566418000,-1,-1,,,177.5664,
2026-05-27 10:06:17.207452000,-1,-1,,,178.2075,
2026-05-27 10:06:17.848486000,-1,-1,,,178.8485,
2026-05-27 10:06:18.489520000,-1,-1,,,179.4895,
2026-05-27 10:06:19.130554000,-1,-1,,,180.1306,
2026-05-27 10:06:19.771588000,-1,-1,,,180.7716,
2026-05-27 10:06:20.412622000,-1,-1,,,181.4126,
2026-05-27 10:06:21.053656000,-1,-1,,,182.0537,
2026-05-27 10:06:21.694690000,-1,-1,,,182.6947,
2026-05-27 10:06:22.335724000,-1,-1,,,183.3357,
2026-05-27 10:06:22.976758000,-1,-1,,,183.9768,
2026-05-27 10:06:23.617792000,-1,-1,,,184.6178,
2026-05-27 10:06:24.258826000,-1,-1,,,185.2588,
2026-05-27 10:06:24.899860000,-1,-1,,,185.8999,
2026-05-27 10:06:25.540894000,-1,-1,,,186.5409,
2026-05-27 10:06:26.181928000,-1,-1,,,187.1819,
2026-05-27 10:06:26.822962000,-1,-1,,,187.823,
2026-05-27 10:06:27.463996000,-1,-1,,,188.464,
2026-05-27 10:06:28.105030000,-1,-1,,,189.105,
2026-05-27 10:06:28.746064000,-1,-1,,,189.7461,
2026-05-27 10:06:29.387098000,-1,-1,,,190.3871,
2026-05-27 10:06:30.028132000,-1,-1,,,191.0281,
2026-05-27 10:06:30.669166000,-1,-1,,,191.6692,
2026-05-27 10:06:31.310200000,-1,-1,,,192.3102,
2026-05-27 10:06:31.951234000,-1,-1,,,192.9512,
2026-05-27 10:06:32.592268000,-1,-1,,,193.5923,
2026-05-27 10:06:33.233302000,-1,-1,,,194.2333,
2026-05-27 10:06:33.874336000,-1,-1,,,194.8743,
2026-05-27 10:06:34.515370000,-1,-1,,,195.5154,
2026-05-27 10:06:35.156404000,-1,-1,,,196.1564,
2026-05-27 10:06:35.797438000,-1,-1,,,196.7974,
2026-05-27 10:06:36.438472000,-1,-1,,,197.4385,
2026-05-27 10:06:37.079506000,-1,-1,,,198.0795,
2026-05-27 10:06:37.720540000,-1,-1,,,198.7205,
2026-05-27 10:06:38.361574000,-1,-1,,,199.3616,
2026-05-27 10:06:39.002608000,-1,-1,,,200.0026,
2026-05-27 10:06:39.643642000,-1,-1,,,200.6436,
2026-05-27 10:06:40.284676000,-1,-1,,,201.2847,
2026-05-27 10:06:40.925710000,-1,-1,,,201.9257,
2026-05-27 10:06:41.566744000,-1,-1,,,202.5667,
2026-05-27 10:06:42.207778000,-1,-1,,,203.2078,
2026-05-27 10:06:42.848812000,-1,-1,,,203.8488,
2026-05-27 10:06:43.489846000,-1,-1,,,204.4898,
2026-05-27 10:06:44.130880000,-1,-1,,,205.1309,
2026-05-27 10:06:44.771914000,-1,-1,,,205.7719,
2026-05-27 10:06:45.412948000,-1,-1,,,206.4129,
2026-05-27 10:06:46.053982000,-1,-1,,,207.054,
2026-05-27 10:06:46.695016000,-1,-1,,,207.695,
2026-05-27 10:06:47.336050000,-1,-1,,,208.336,
2026-05-27 10:06:47.977084000,-1,-1,,,208.9771,
2026-05-27 10:06:48.618118000,-1,-1,,,209.6181,
2026-05-27 10:06:49.259152000,-1,-1,,,210.2592,
2026-05-27 10:06:49.900186000,-1,-1,,,210.9002,
2026-05-27 10:06:50.541220000,-1,-1,,,211.5412,
2026-05-27 10:06:51.182254000,-1,-1,,,212.1823,
2026-05-27 10:06:51.823288000,-1,-1,,,212.8233,
2026-05-27 10:06:52.464322000,-1,-1,,,213.4643,
2026-05-27 10:06:53.105356000,-1,-1,,,214.1054,
2026-05-27 10:06:53.746390000,-1,-1,,,214.7464,
2026-05-27 10:06:54.387424000,-1,-1,,,215.3874,
2026-05-27 10:06:55.028458000,-1,-1,,,216.0285,
2026-05-27 10:06:55.669492000,-1,-1,,,216.6695,
2026-05-27 10:06:56.310526000,-1,-1,,,217.3105,
2026-05-27 10:06:56.951560000,-1,-1,,,217.9516,
2026-05-27 10:06:57.592594000,-1,-1,,,218.5926,
2026-05-27 10:06:58.233628000,-1,-1,,,219.2336,
2026-05-27 10:06:58.874662000,-1,-1,,,219.8747,
2026-05-27 10:06:59.515696000,-1,-1,,,220.5157,
2026-05-27 10:07:00.156730000,-1,-1,,,221.1567,
2026-05-27 10:07:00.797764000,-1,-1,,,221.7978,
2026-05-27 10:07:01.438798000,-1,-1,,,222.4388,
2026-05-27 10:07:02.079832000,-1,-1,,,223.0798,
2026-05-27 10:07:02.720866000,-1,-1,,,223.7209,
2026-05-27 10:07:03.361900000,-1,-1,,,224.3619,
2026-05-27 10:07:04.002934000,-1,-1,,,225.0029,
2026-05-27 10:07:04.643968000,-1,-1,,,225.644,
2026-05-27 10:07:05.285002000,-1,-1,,,226.285,
2026-05-27 10:07:05.926036000,-1,-1,,,226.926,
2026-05-27 10:07:06.567070000,-1,-1,,,227.5671,
2026-05-27 10:07:07.208104000,-1,-1,,,228.2081,
2026-05-27 10:07:07.849138000,-1,-1,,,228.8491,
2026-05-27 10:07:08.490172000,-1,-1,,,229.4902,
2026-05-27 10:07:09.131206000,-1,-1,,,230.1312,
2026-05-27 10:07:09.772240000,-1,-1,,,230.7722,
2026-05-27 10:07:10.413274000,-1,-1,,,231.4133,
2026-05-27 10:07:11.054308000,-1,-1,,,232.0543,
2026-05-27 10:07:11.695342000,-1,-1,,,232.6953,
2026-05-27 10:07:12.336376000,-1,-1,,,233.3364,
2026-05-27 10:07:12.977410000,-1,-1,,,233.9774,
2026-05-27 10:07:13.618444000,-1,-1,,,234.6184,
2026-05-27 10:07:14.259478000,-1,-1,,,235.2595,
2026-05-27 10:07:14.900512000,-1,-1,,,235.9005,
2026-05-27 10:07:15.541546000,-1,-1,,,236.5415,
2026-05-27 10:07:16.182580000,-1,-1,,,237.1826,
2026-05-27 10:07:16.823614000,-1,-1,,,237.8236,
2026-05-27 10:07:17.464648000,-1,-1,,,238.4646,
2026-05-27 10:07:18.105682000,-1,-1,,,239.1057,
2026-05-27 10:07:18.746716000,-1,-1,,,239.7467,
2026-05-27 10:07:19.387750000,-1,-1,,,240.3878,
2026-05-27 10:07:20.028784000,-1,-1,,,241.0288,
2026-05-27 10:07:20.669818000,-1,-1,,,241.6698,
2026-05-27 10:07:21.310852000,-1,-1,,,242.3109,
2026-05-27 10:07:21.951886000,-1,-1,,,242.9519,
2026-05-27 10:07:22.592920000,-1,-1,,,243.5929,
2026-05-27 10:07:23.233954000,-1,-1,,,244.234,
2026-05-27 10:07:23.874988000,-1,-1,,,244.875,
2026-05-27 10:07:24.516022000,-1,-1,,,245.516,
2026-05-27 10:07:25.157056000,-1,-1,,,246.1571,
2026-05-27 10:07:25.798090000,-1,-1,,,246.7981,
2026-05-27 10:07:26.439124000,-1,-1,,,247.4391,
2026-05-27 10:07:27.080157999,-1,-1,,,248.0802,
2026-05-27 10:07:27.721192000,-1,-1,,,248.7212,
2026-05-27 10:07:28.362226000,-1,-1,,,249.3622,
2026-05-27 10:07:29.003259999,-1,-1,,,250.0033,
2026-05-27 10:07:29.644294000,-1,-1,,,250.6443,
2026-05-27 10:07:30.285328000,-1,-1,,,251.2853,
2026-05-27 10:07:30.926361999,-1,-1,,,251.9264,
2026-05-27 10:07:31.567396000,-1,-1,,,252.5674,
2026-05-27 10:07:32.208430000,-1,-1,,,253.2084,
2026-05-27 10:07:32.849463999,-1,-1,,,253.8495,
2026-05-27 10:07:33.490498000,-1,-1,,,254.4905,
2026-05-27 10:07:34.131532000,-1,-1,,,255.1315,
2026-05-27 10:07:34.772565999,-1,-1,,,255.7726,
2026-05-27 10:07:35.413599999,-1,-1,,,256.4136,
2026-05-27 10:07:36.054634000,-1,-1,,,257.0546,
2026-05-27 10:07:36.695668000,-1,-1,,,257.6957,
2026-05-27 10:07:37.336702000,-1,-1,,,258.3367,
2026-05-27 10:07:37.977736000,-1,-1,,,258.9777,
2026-05-27 10:07:38.618769999,-1,-1,,,259.6188,
2026-05-27 10:07:39.259803999,-1,-1,,,260.2598,
2026-05-27 10:07:39.900838000,-1,-1,,,260.9008,
2026-05-27 10:07:40.541872000,-1,-1,,,261.5419,
2026-05-27 10:07:41.182906000,-1,-1,,,262.1829,
2026-05-27 10:07:41.823940000,-1,-1,,,262.8239,
2026-05-27 10:07:42.464973999,-1,-1,,,263.465,
2026-05-27 10:07:43.106007999,-1,-1,,,264.106,
2026-05-27 10:07:43.747042000,-1,-1,,,264.747,
2026-05-27 10:07:44.388076000,-1,-1,,,265.3881,
2026-05-27 10:07:45.029110000,-1,-1,,,266.0291,
2026-05-27 10:07:45.670144000,-1,-1,,,266.6701,
2026-05-27 10:07:46.311177999,-1,-1,,,267.3112,
2026-05-27 10:07:46.952211999,-1,-1,,,267.9522,
2026-05-27 10:07:47.593246000,-1,-1,,,268.5932,
2026-05-27 10:07:48.234280000,-1,-1,,,269.2343,
2026-05-27 10:07:48.875314000,-1,-1,,,269.8753,
2026-05-27 10:07:49.516348000,-1,-1,,,270.5163,
2026-05-27 10:07:50.157381999,-1,-1,,,271.1574,
2026-05-27 10:07:50.798415999,-1,-1,,,271.7984,
2026-05-27 10:07:51.439450000,-1,-1,,,272.4394,
2026-05-27 10:07:52.080484000,-1,-1,,,273.0805,
2026-05-27 10:07:52.721518000,-1,-1,,,273.7215,
2026-05-27 10:07:53.362552000,-1,-1,,,274.3626,
2026-05-27 10:07:54.003586000,-1,-1,,,275.0036,
2026-05-27 10:07:54.644620000,-1,-1,,,275.6446,
2026-05-27 10:07:55.285654000,-1,-1,,,276.2857,
2026-05-27 10:07:55.926688000,-1,-1,,,276.9267,
2026-05-27 10:07:56.567722000,-1,-1,,,277.5677,
2026-05-27 10:07:57.208756000,-1,-1,,,278.2088,
2026-05-27 10:07:57.849790000,-1,-1,,,278.8498,
2026-05-27 10:07:58.490824000,-1,-1,,,279.4908,
2026-05-27 10:07:59.131858000,-1,-1,,,280.1319,
2026-05-27 10:07:59.772892000,-1,-1,,,280.7729,
2026-05-27 10:08:00.413926000,-1,-1,,,281.4139,
2026-05-27 10:08:01.054960000,-1,-1,,,282.055,
2026-05-27 10:08:01.695994000,-1,-1,,,282.696,
2026-05-27 10:08:02.337028000,-1,-1,,,283.337,
2026-05-27 10:08:02.978062000,-1,-1,,,283.9781,
2026-05-27 10:08:03.619096000,-1,-1,,,284.6191,
2026-05-27 10:08:04.260130000,-1,-1,,,285.2601,
2026-05-27 10:08:04.901164000,-1,-1,,,285.9012,
2026-05-27 10:08:05.542198000,-1,-1,,,286.5422,
2026-05-27 10:08:06.183232000,-1,-1,,,287.1832,
